REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2009-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,147,,,,1
2009-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,141,,,,1
2009-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,144.7,,,,1
2009-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,142.6,,,,1
2009-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,139.5,,,,1
2009-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,144,,,,1
2009-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,139.8,,,,1
2010-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,144.8,,,,1
2010-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,142.3,,,,1
2010-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,147.6,,,,1
2010-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,147.8,,,,1
2010-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,147.1,,,,1
2010-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,142.8,,,,1
2010-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,147.8,,,,1
2010-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,147.4,,,,1
2010-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,147,,,,1
2010-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,151.8,,,,1
2010-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,154.4,,,,1
2010-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,158,,,,1
2011-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,163.6,,,,1
2011-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,164.6,,,,1
2011-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,175.5,,,,1
2011-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,186.8,,,,1
2011-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,190.5,,,,1
2011-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,183.5,,,,1
2011-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,182.5,,,,1
2011-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,181,,,,1
2011-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,180.4,,,,1
2011-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,179.4,,,,1
2011-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,175.2,,,,1
2011-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,170,,,,1
2012-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,174.7,,,,1
2012-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,179.2,,,,1
2012-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,187,,,,1
2012-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,192.9,,,,1
2012-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,186.1,,,,1
2012-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,180.2,,,,1
2012-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,180.1,,,,1
2012-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,184.9,,,,1
2012-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,188.8,,,,1
2012-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,186.6,,,,1
2012-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,175.9,,,,1
2012-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,171.7,,,,1
2013-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,171.6,,,,1
2013-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,186.1,,,,1
2013-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,186.5,,,,1
2013-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,181.3,,,,1
2013-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,183.3,,,,1
2013-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,188.5,,,,1
2013-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,191,,,,1
2013-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,189,,,,1
2013-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,188.2,,,,1
2013-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,178.6,,,,1
2013-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,176.6,,,,1
2013-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,179.7,,,,1
2014-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,179.5,,,,1
2014-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,183.7,,,,1
2014-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,189.2,,,,1
2014-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,193.2,,,,1
2014-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,194.8,,,,1
2014-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,198.7,,,,1
2014-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,195,,,,1
2014-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,188.8,,,,1
2014-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,187.2,,,,1
2014-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,179.7,,,,1
2014-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,166.2,,,,1
2014-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,149.9,,,,1
2015-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,131.3,,,,1
2015-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,143.7,,,,1
2015-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,152.8,,,,1
2015-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,152.6,,,,1
2015-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,161,,,,1
2015-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,170.6,,,,1
2015-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,171.3,,,,1
2015-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,165.1,,,,1
2015-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,152.1,,,,1
2015-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,149,,,,1
2015-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,148.6,,,,1
2015-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,142.7,,,,1
2016-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,134.1,,,,1
2016-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,124.9,,,,1
2016-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,132,,,,1
2016-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,143.7,,,,1
2016-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,149.6,,,,1
2016-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,156.1,,,,1
2016-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,147.4,,,,1
2016-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,146.1,,,,1
2016-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,147.3,,,,1
2016-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,152.7,,,,1
2016-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,146.1,,,,1
2016-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,150.6,,,,1
2017-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,161.7,,,,1
2017-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,153.7,,,,1
2017-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,152,,,,1
2017-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,166.5,,,,1
2017-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,159.8,,,,1
2017-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,153.9,,,,1
2017-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,154.2,,,,1
2017-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,158.7,,,,1
2017-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,168.1,,,,1
2017-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,162.7,,,,1
2017-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,174.7,,,,1
2017-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,168.9,,,,1
2018-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,174.3,,,,1
2018-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,173,,,,1
2018-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,178,,,,1
2018-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,190.1,,,,1
2018-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,196.4,,,,1
2018-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,191.8,,,,1
2018-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,193.3,,,,1
2018-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,190.3,,,,1
2018-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,188.3,,,,1
2018-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,182.3,,,,1
2018-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,165.2,,,,1
2018-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,154.4,,,,1
2019-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,149.6,,,,1
2019-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,152.4,,,,1
2019-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,170.1,,,,1
2019-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,187.1,,,,1
2019-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,189.2,,,,1
2019-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,174.1,,,,1
2019-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,179.9,,,,1
2019-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,170.9,,,,1
2019-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,169.5,,,,1
2019-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,170.1,,,,1
2019-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,166.7,,,,1
2019-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,165.8,,,,1
2020-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,166.4,,,,1
2020-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,163.1,,,,1
2020-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,134,,,,1
2020-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,113.6,,,,1
2020-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,132.8,,,,1
2020-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,146.7,,,,1
2020-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,153.1,,,,1
2020-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,151.9,,,,1
2020-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,151.3,,,,1
2020-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,149,,,,1
2020-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,146.8,,,,1
2020-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,151.7,,,,1
2021-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,160.9,,,,1
2021-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,171.3,,,,1
2021-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,181.3,,,,1
2021-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,184.6,,,,1
2021-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,190.5,,,,1
2021-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,193.6,,,,1
2021-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,200.4,,,,1
2021-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,201.3,,,,1
2021-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,201,,,,1
2021-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,211.1,,,,1
2021-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,210.8,,,,1
2021-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,202.2,,,,1
2022-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,211.9,,,,1
2022-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,226.6,,,,1
2022-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,253.4,,,,1
2022-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,251.7,,,,1
2022-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,281.9,,,,1
2022-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,299.4,,,,1
2022-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,271.8,,,,1
2022-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,245.8,,,,1
2022-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,227.6,,,,1
2022-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,248.6,,,,1
2022-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,239.6,,,,1
2022-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,208.3,,,,1
2023-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,218.1,,,,1
2023-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,215.9,,,,1
2023-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,218.4,,,,1
2023-04,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,232.2,,,,1
2023-05,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,230.3,,,,1
2023-06,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,234.7,,,,1
2023-07,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,236.8,,,,1
2023-08,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,247.8,,,,1
2023-09,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,244.7,,,,1
2023-10,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,229.1,,,,1
2023-11,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,221.1,,,,1
2023-12,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,211.3,,,,1
2024-01,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,209.3,,,,1
2024-02,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,217.7,,,,1
2024-03,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,228.3,,,,1
